# observed_effect,predicted_effect,CV1_pred,CV2_pred,CV3_pred,CV4_pred
1.138281492529999994e-01,2.887077629566192627e-01,2.743808627128601074e-01,2.454180121421813965e-01,2.557755708694458008e-01,2.609895467758178711e-01
4.601885379969999912e-01,4.106001555919647217e-01,4.173757135868072510e-01,3.457915782928466797e-01,3.591198325157165527e-01,3.623036146163940430e-01
1.115402769389999965e-01,3.053317666053771973e-01,3.149935007095336914e-01,3.055992126464843750e-01,3.597125113010406494e-01,3.217037022113800049e-01
1.746650989459999914e-01,2.951907217502593994e-01,2.985972762107849121e-01,2.786031365394592285e-01,2.638014554977416992e-01,2.781991362571716309e-01
1.265727084060000174e-01,3.019406199455261230e-01,3.170464932918548584e-01,2.876991927623748779e-01,3.453595340251922607e-01,3.478898406028747559e-01
4.784742983179999798e-01,2.994818091392517090e-01,3.068390488624572754e-01,2.865634560585021973e-01,2.682368755340576172e-01,2.850846052169799805e-01
1.585737597999999915e-01,2.424758374691009521e-01,2.504683732986450195e-01,2.363416850566864014e-01,2.187728583812713623e-01,2.284568846225738525e-01
7.471749210389999618e-01,3.042697906494140625e-01,3.099341690540313721e-01,2.981386184692382812e-01,3.154160380363464355e-01,2.897626161575317383e-01
2.236831242800000341e-01,2.915575504302978516e-01,3.153580427169799805e-01,2.863251566886901855e-01,2.918007969856262207e-01,3.090263605117797852e-01
2.021908415029999850e-01,3.279607295989990234e-01,3.344547748565673828e-01,2.898948192596435547e-01,3.486732244491577148e-01,3.136972188949584961e-01
1.604868461869999874e-01,2.865908741950988770e-01,2.842642664909362793e-01,2.564809322357177734e-01,2.943126559257507324e-01,2.947932481765747070e-01
2.471600462689999833e-01,3.045499920845031738e-01,3.180686831474304199e-01,2.847278714179992676e-01,3.163523674011230469e-01,3.123576939105987549e-01
5.936882401499999490e-02,3.184524178504943848e-01,3.112887740135192871e-01,2.714908123016357422e-01,2.725068032741546631e-01,3.138033449649810791e-01
2.138742454199999976e-01,4.130668044090270996e-01,3.959963917732238770e-01,4.171039164066314697e-01,4.230757355690002441e-01,4.083223640918731689e-01
1.490468071240000081e-01,3.532034754753112793e-01,3.545544147491455078e-01,3.396058082580566406e-01,3.472104668617248535e-01,3.568258285522460938e-01
7.448555158890000083e-01,5.400945544242858887e-01,5.385981798171997070e-01,4.693506360054016113e-01,5.428793430328369141e-01,5.523476004600524902e-01
1.674305729489999894e-01,3.491353392601013184e-01,3.575088977813720703e-01,3.444939255714416504e-01,3.465955853462219238e-01,3.583298921585083008e-01
7.485464199970000010e-01,4.147475361824035645e-01,4.099868535995483398e-01,4.504718184471130371e-01,4.556449055671691895e-01,4.326040744781494141e-01
8.417131733630000001e-01,4.119256436824798584e-01,4.009547829627990723e-01,4.152630865573883057e-01,4.462948143482208252e-01,4.278363883495330811e-01
1.784009997349999821e-01,3.485593795776367188e-01,3.551421761512756348e-01,3.537414073944091797e-01,3.571237325668334961e-01,3.902380466461181641e-01
1.926655592319999888e-01,3.969080150127410889e-01,3.871244490146636963e-01,3.693656921386718750e-01,4.126509130001068115e-01,3.939200937747955322e-01
2.253140118980000162e-01,3.773161470890045166e-01,3.731065690517425537e-01,3.365625739097595215e-01,3.757446408271789551e-01,3.716870844364166260e-01
5.660979855730000621e-01,5.192695856094360352e-01,5.082859396934509277e-01,4.806155562400817871e-01,5.317866206169128418e-01,5.233891606330871582e-01
2.308698439769999999e-01,4.307328462600708008e-01,4.488706588745117188e-01,3.661680817604064941e-01,4.484510421752929688e-01,4.330570399761199951e-01
3.387506419169999394e-01,4.097681939601898193e-01,3.980229496955871582e-01,4.001994431018829346e-01,4.046896100044250488e-01,3.972049951553344727e-01
1.523617275280000072e-01,4.110516011714935303e-01,4.397531151771545410e-01,3.588287532329559326e-01,4.271235764026641846e-01,4.254037141799926758e-01
2.401092688109999762e-01,3.985325694084167480e-01,3.887080550193786621e-01,4.309458732604980469e-01,4.430981874465942383e-01,4.241264760494232178e-01
4.869643344510000138e-01,3.691771030426025391e-01,3.775728046894073486e-01,3.713403940200805664e-01,3.607723116874694824e-01,3.936968445777893066e-01
7.379886344100000661e-02,3.466735184192657471e-01,3.442956209182739258e-01,3.142421245574951172e-01,3.355629444122314453e-01,3.589870333671569824e-01
7.635686719840000247e-01,4.824171066284179688e-01,4.788559675216674805e-01,5.224727392196655273e-01,4.754761457443237305e-01,4.482279419898986816e-01
9.227168642499999907e-02,4.506383240222930908e-01,4.516847729682922363e-01,4.419171512126922607e-01,4.450655281543731689e-01,4.319956302642822266e-01
1.159794332349999985e-01,3.706879019737243652e-01,3.615293502807617188e-01,4.159331917762756348e-01,3.257924914360046387e-01,3.383979499340057373e-01
3.451608351160000421e-01,4.880968332290649414e-01,4.916360378265380859e-01,5.195008516311645508e-01,5.254204869270324707e-01,4.785825908184051514e-01
7.787156313899999960e-01,3.623536229133605957e-01,3.598054647445678711e-01,4.795596003532409668e-01,4.408907294273376465e-01,4.105805754661560059e-01
4.347908478870000093e-01,3.538686037063598633e-01,3.491490185260772705e-01,3.663511872291564941e-01,2.896917760372161865e-01,3.222854137420654297e-01
4.278526897950000185e-01,3.628167510032653809e-01,3.595950901508331299e-01,4.128189980983734131e-01,3.187160193920135498e-01,3.319435417652130127e-01
4.882724903339999978e-01,5.409498214721679688e-01,5.358472466468811035e-01,5.120053887367248535e-01,5.487478971481323242e-01,5.319887995719909668e-01
3.935409692149999805e-01,4.620952010154724121e-01,4.603303372859954834e-01,4.951111078262329102e-01,5.123807191848754883e-01,4.860272109508514404e-01
2.869367040420000015e-01,3.595626950263977051e-01,3.497458100318908691e-01,3.826833069324493408e-01,3.181219100952148438e-01,3.297591209411621094e-01
2.757543601219999974e-02,2.585128843784332275e-01,2.709949612617492676e-01,3.783162534236907959e-01,2.562335729598999023e-01,2.550621628761291504e-01
1.646041387010000190e-01,2.878097891807556152e-01,2.825534343719482422e-01,3.671928048133850098e-01,2.891021966934204102e-01,3.023979663848876953e-01
3.133999602070000057e-01,3.609431385993957520e-01,3.594166636466979980e-01,3.920167088508605957e-01,3.323076367378234863e-01,3.401938676834106445e-01
7.995352028709999948e-01,5.597166419029235840e-01,5.795951485633850098e-01,5.699615478515625000e-01,5.573115348815917969e-01,4.862872660160064697e-01
7.647414985210000404e-01,5.029072165489196777e-01,5.009108781814575195e-01,5.724537968635559082e-01,5.367220044136047363e-01,4.871061146259307861e-01
5.653934463530000398e-01,5.473594665527343750e-01,5.402544140815734863e-01,5.577297210693359375e-01,5.568836331367492676e-01,5.654833316802978516e-01
-5.587980055280000052e-02,3.837260007858276367e-01,3.709665536880493164e-01,3.547464609146118164e-01,2.720995545387268066e-01,3.194496631622314453e-01
3.313391843940000081e-01,3.957496881484985352e-01,4.214843511581420898e-01,3.832226395606994629e-01,3.584656119346618652e-01,3.629400730133056641e-01
5.446699528470000384e-01,5.265218019485473633e-01,5.144284963607788086e-01,4.956840574741363525e-01,4.829576313495635986e-01,4.787602722644805908e-01
1.685373357480000056e-01,4.503216147422790527e-01,4.542351961135864258e-01,3.749001622200012207e-01,3.804100155830383301e-01,4.023164510726928711e-01
1.803168687359999744e-01,3.588207066059112549e-01,3.747308850288391113e-01,3.397950232028961182e-01,2.813459336757659912e-01,3.604010939598083496e-01
-3.247920083609999453e-02,3.588207066059112549e-01,3.747308850288391113e-01,3.397950232028961182e-01,2.813459336757659912e-01,3.604010939598083496e-01
1.706162015469999960e-01,4.544581770896911621e-01,4.610583782196044922e-01,3.851207196712493896e-01,3.631827831268310547e-01,4.293004870414733887e-01
3.822596145660000500e-01,4.430187940597534180e-01,4.362954795360565186e-01,4.053493142127990723e-01,3.952077925205230713e-01,4.337638020515441895e-01
9.491615431340000297e-01,4.226347506046295166e-01,4.342494904994964600e-01,3.996670842170715332e-01,3.169357776641845703e-01,4.228690862655639648e-01
9.766934107039999535e-01,4.972102940082550049e-01,4.985212087631225586e-01,4.165756404399871826e-01,4.305972754955291748e-01,4.995238184928894043e-01
2.393133429619999919e-01,3.207781910896301270e-01,3.476485610008239746e-01,2.808893322944641113e-01,2.535589337348937988e-01,3.247606754302978516e-01
1.672582148500000032e-01,4.588935971260070801e-01,4.632691442966461182e-01,3.745720088481903076e-01,3.754600286483764648e-01,4.168764352798461914e-01
2.613235178980000128e-01,4.151759147644042969e-01,4.241843819618225098e-01,3.602635264396667480e-01,3.616777658462524414e-01,3.883696794509887695e-01
5.316532493379999558e-01,4.318943023681640625e-01,4.316790103912353516e-01,4.301812350749969482e-01,3.768519461154937744e-01,4.281093478202819824e-01
5.827635282290000163e-01,3.897606134414672852e-01,4.005765914916992188e-01,3.772219717502593994e-01,3.122024238109588623e-01,3.871188163757324219e-01
2.232298579560000051e-01,3.653563261032104492e-01,3.810971081256866455e-01,3.408901095390319824e-01,2.723027467727661133e-01,3.516929149627685547e-01
6.047785849719999884e-01,3.786970973014831543e-01,4.009960889816284180e-01,3.518629074096679688e-01,3.185307383537292480e-01,3.981364369392395020e-01
5.544022455870000199e-01,5.435904264450073242e-01,5.346035957336425781e-01,5.423742532730102539e-01,5.292270779609680176e-01,5.242791771888732910e-01
3.368680524580000557e-01,5.596297383308410645e-01,5.507472753524780273e-01,4.894024133682250977e-01,4.774640202522277832e-01,5.230436921119689941e-01
2.116010660210000116e-01,3.636342287063598633e-01,3.785825967788696289e-01,3.205027878284454346e-01,2.772442698478698730e-01,3.610859215259552002e-01
1.707219680530000228e-01,4.002951085567474365e-01,3.927330374717712402e-01,3.675500750541687012e-01,2.889114022254943848e-01,3.830369412899017334e-01
3.126023637940000266e-01,3.982174694538116455e-01,4.003886580467224121e-01,3.859509825706481934e-01,4.305275678634643555e-01,4.063723683357238770e-01
1.905567339979999941e-01,3.266146779060363770e-01,3.329314887523651123e-01,3.022778332233428955e-01,3.798021078109741211e-01,3.859097361564636230e-01
5.239968494300000224e-01,5.049852728843688965e-01,5.059183835983276367e-01,4.825434088706970215e-01,5.184459090232849121e-01,4.727781116962432861e-01
2.295492928800000332e-01,3.673110008239746094e-01,3.577495813369750977e-01,3.315290808677673340e-01,4.030514061450958252e-01,4.152068793773651123e-01
4.859332435429999930e-01,4.073881506919860840e-01,4.111963212490081787e-01,4.201773405075073242e-01,4.597716331481933594e-01,4.280830621719360352e-01
7.270233743269999271e-01,4.277589023113250732e-01,4.293843507766723633e-01,3.661926984786987305e-01,4.610305130481719971e-01,4.240013659000396729e-01
9.241687452150000315e-01,3.743629455566406250e-01,3.799286484718322754e-01,3.282491564750671387e-01,4.198059737682342529e-01,4.493890106678009033e-01
4.246090416879999552e-01,4.534413814544677734e-01,4.549579620361328125e-01,4.614662826061248779e-01,5.035411715507507324e-01,4.355756640434265137e-01
1.295634853819999932e-01,3.587416410446166992e-01,3.631823062896728516e-01,3.373473882675170898e-01,3.949093222618103027e-01,4.118708968162536621e-01
2.276615876289999896e-01,3.907723426818847656e-01,3.911684751510620117e-01,3.564816415309906006e-01,4.006673693656921387e-01,3.961602747440338135e-01
4.031337272349999612e-01,4.109473824501037598e-01,4.113968610763549805e-01,3.905089497566223145e-01,4.647343456745147705e-01,4.012591242790222168e-01
2.874953245529999757e-01,3.760927915573120117e-01,3.824433088302612305e-01,3.754736185073852539e-01,4.140705764293670654e-01,3.769440352916717529e-01
5.462970547709999902e-01,5.049852728843688965e-01,5.059183835983276367e-01,4.825434088706970215e-01,5.184459090232849121e-01,4.727781116962432861e-01
1.238318691980000025e-01,4.215627908706665039e-01,4.212090373039245605e-01,4.351921975612640381e-01,4.538095891475677490e-01,4.029603004455566406e-01
9.708126320819999988e-02,3.991055488586425781e-01,4.014074206352233887e-01,3.963466286659240723e-01,4.838628470897674561e-01,4.109529852867126465e-01
5.304943574770000225e-01,4.233048558235168457e-01,4.262515902519226074e-01,3.634839057922363281e-01,4.298643469810485840e-01,4.346824288368225098e-01
8.120432493950000552e-01,3.102348446846008301e-01,3.253908753395080566e-01,3.431480526924133301e-01,3.792187571525573730e-01,4.136165678501129150e-01
2.726503743170000105e-01,3.582764863967895508e-01,3.632824420928955078e-01,3.626305758953094482e-01,4.223514497280120850e-01,4.100680649280548096e-01
8.411506000489998858e-01,5.843688249588012695e-01,5.799334049224853516e-01,6.333819627761840820e-01,6.206067800521850586e-01,4.973337352275848389e-01
-2.987486958250000144e-02,3.887688219547271729e-01,3.944914638996124268e-01,4.275229871273040771e-01,4.221004545688629150e-01,4.184972345829010010e-01
5.788374968689999900e-01,4.036280512809753418e-01,4.108139574527740479e-01,4.433805942535400391e-01,4.260918498039245605e-01,4.203889966011047363e-01
1.718395934890000198e-01,3.872411847114562988e-01,3.856102824211120605e-01,4.076551496982574463e-01,4.135966598987579346e-01,3.996759951114654541e-01
2.915384317390000146e-01,4.083180427551269531e-01,4.100171923637390137e-01,4.558632671833038330e-01,4.201132655143737793e-01,4.081559479236602783e-01
5.400426009750000089e-01,3.994510769844055176e-01,4.020191431045532227e-01,4.584323167800903320e-01,4.321160614490509033e-01,4.153372943401336670e-01
9.509146739429999995e-01,5.849320888519287109e-01,5.955421924591064453e-01,5.935647487640380859e-01,6.327340006828308105e-01,4.857225716114044189e-01
1.345958780949999989e+00,4.299689233303070068e-01,4.384639561176300049e-01,5.601070523262023926e-01,5.626161098480224609e-01,4.974277317523956299e-01
4.443756256409999716e-01,4.353066086769104004e-01,4.367621541023254395e-01,4.559013843536376953e-01,4.516765475273132324e-01,4.314792752265930176e-01
5.187027616389999762e-01,3.473286628723144531e-01,3.437868952751159668e-01,4.040129184722900391e-01,3.834711313247680664e-01,3.987921774387359619e-01
1.577673988289999829e-01,3.993958532810211182e-01,3.836140930652618408e-01,3.836067616939544678e-01,3.743436336517333984e-01,4.113561511039733887e-01
2.558272855070000129e-01,3.830707669258117676e-01,3.890608847141265869e-01,3.380302190780639648e-01,3.375318646430969238e-01,3.606640100479125977e-01
3.377020267130000364e-01,5.233490467071533203e-01,5.249484181404113770e-01,5.012900829315185547e-01,5.048546195030212402e-01,5.959293842315673828e-01
6.612996836250000232e-01,4.517668485641479492e-01,4.511545896530151367e-01,4.489769339561462402e-01,4.485517740249633789e-01,4.435792565345764160e-01
9.565407090520000599e-01,5.410742759704589844e-01,5.392041206359863281e-01,4.248879253864288330e-01,5.098614096641540527e-01,5.206792354583740234e-01
5.155671965090000142e-02,3.250689506530761719e-01,3.284845650196075439e-01,3.658042252063751221e-01,3.109885454177856445e-01,3.588839173316955566e-01
3.788584515980000234e-01,4.977420270442962646e-01,5.110726952552795410e-01,4.802547395229339600e-01,4.859639406204223633e-01,5.311239361763000488e-01
1.191525165069999975e-01,3.941625952720642090e-01,3.925023674964904785e-01,3.842848241329193115e-01,3.606000542640686035e-01,3.812130093574523926e-01
1.568284587209999859e-01,4.391185343265533447e-01,4.374405741691589355e-01,3.764486014842987061e-01,3.768328428268432617e-01,4.027757048606872559e-01
5.890450250419999589e-01,5.162900686264038086e-01,5.107309818267822266e-01,4.278562664985656738e-01,5.077532529830932617e-01,5.020896792411804199e-01
2.273995717089999924e-01,4.534350037574768066e-01,4.457772970199584961e-01,4.030009210109710693e-01,4.283736050128936768e-01,4.230049252510070801e-01
4.369127377260000333e-01,5.388671159744262695e-01,5.343503952026367188e-01,5.015145540237426758e-01,5.027777552604675293e-01,6.045950055122375488e-01
9.826565462520000516e-01,5.219932794570922852e-01,5.143190622329711914e-01,4.871836006641387939e-01,5.060800313949584961e-01,5.089027881622314453e-01
2.314465644519999865e-01,4.852849841117858887e-01,4.813752472400665283e-01,4.334358870983123779e-01,4.917642176151275635e-01,4.869619607925415039e-01
1.304876766080000083e-01,4.046512246131896973e-01,3.901129662990570068e-01,4.074245691299438477e-01,3.881022930145263672e-01,4.337078332901000977e-01
7.810978090289999454e-01,4.669673442840576172e-01,4.660115838050842285e-01,4.324691891670227051e-01,3.999404907226562500e-01,4.461312294006347656e-01
2.151202340299999960e-01,3.296860456466674805e-01,3.226745724678039551e-01,3.093676865100860596e-01,3.061370849609375000e-01,3.794144093990325928e-01
6.699413479319999976e-01,4.595734477043151855e-01,4.563373029232025146e-01,4.137333631515502930e-01,4.192719757556915283e-01,4.435541629791259766e-01
1.438955236989999942e-01,3.070220947265625000e-01,2.962490916252136230e-01,3.087850213050842285e-01,3.116806745529174805e-01,3.238252997398376465e-01
4.435821267949999758e-01,3.389008939266204834e-01,3.356704711914062500e-01,3.298295736312866211e-01,3.275590538978576660e-01,3.676427006721496582e-01
1.811495437119999830e-01,2.539624571800231934e-01,2.464700341224670410e-01,2.645350098609924316e-01,2.886264026165008545e-01,2.730571925640106201e-01
4.036728676979999819e-01,3.451099097728729248e-01,3.353063464164733887e-01,3.510781824588775635e-01,3.592301011085510254e-01,3.919538855552673340e-01
1.107262321150000034e-01,3.575128316879272461e-01,3.578711748123168945e-01,3.215540349483489990e-01,3.247898221015930176e-01,3.648968935012817383e-01
1.159348646519999942e-01,2.931855916976928711e-01,2.843298912048339844e-01,3.124678432941436768e-01,3.309344649314880371e-01,3.081138134002685547e-01
3.415286235080000066e-01,4.243833720684051514e-01,4.275152683258056641e-01,4.090378582477569580e-01,4.242232441902160645e-01,4.590756297111511230e-01
1.322145368310000124e-01,3.701966404914855957e-01,3.636155426502227783e-01,3.329770863056182861e-01,3.657622933387756348e-01,3.700371980667114258e-01
1.945728365040000074e-01,3.521153628826141357e-01,3.318074941635131836e-01,3.315793275833129883e-01,3.617501258850097656e-01,3.675874471664428711e-01
1.355096573989999879e-02,3.389008939266204834e-01,3.356704711914062500e-01,3.298295736312866211e-01,3.275590538978576660e-01,3.676427006721496582e-01
1.408158142599999774e-01,3.262173831462860107e-01,3.206860423088073730e-01,3.000580072402954102e-01,2.923321425914764404e-01,3.395723104476928711e-01
4.735881997479999828e-01,3.829346597194671631e-01,3.678740859031677246e-01,3.576803207397460938e-01,4.003822505474090576e-01,3.928700089454650879e-01
2.204385632660000038e-01,2.905092835426330566e-01,2.831903100013732910e-01,2.958858609199523926e-01,3.191098570823669434e-01,3.018827140331268311e-01
-3.338345992950000202e-02,2.374742031097412109e-01,2.407324612140655518e-01,2.113406956195831299e-01,2.101378440856933594e-01,2.413048148155212402e-01
6.925739693289999221e-02,2.920985817909240723e-01,2.870779037475585938e-01,2.707806825637817383e-01,2.744893729686737061e-01,3.272818326950073242e-01
7.423375197550000637e-01,4.711208343505859375e-01,4.614487290382385254e-01,5.026160478591918945e-01,5.293970108032226562e-01,4.642314314842224121e-01
2.917309864020000143e-01,3.754159808158874512e-01,3.538406491279602051e-01,3.849520087242126465e-01,4.427326619625091553e-01,4.034758806228637695e-01
6.480416683349999873e-01,5.572074055671691895e-01,5.601651668548583984e-01,5.182410478591918945e-01,5.996706485748291016e-01,5.623238086700439453e-01
3.295918000079999799e-01,3.813057839870452881e-01,3.585667014122009277e-01,4.020760059356689453e-01,4.272968471050262451e-01,4.064531028270721436e-01
6.945929069140001078e-01,4.834733009338378906e-01,4.795334339141845703e-01,5.156667232513427734e-01,5.380077958106994629e-01,5.020638108253479004e-01
5.303714297520000232e-01,4.647657871246337891e-01,4.570941627025604248e-01,3.959603011608123779e-01,4.706830978393554688e-01,4.604604542255401611e-01
6.667471389360000167e-01,4.452307224273681641e-01,4.248155355453491211e-01,4.530209004878997803e-01,4.605710506439208984e-01,4.582398533821105957e-01
5.585714748500000271e-01,5.081384181976318359e-01,5.008836984634399414e-01,5.071663856506347656e-01,5.670838952064514160e-01,4.964896142482757568e-01
4.810102365749999720e-01,4.346594214439392090e-01,4.224002361297607422e-01,4.451605975627899170e-01,4.661365747451782227e-01,4.628355801105499268e-01
9.513576383679999138e-01,4.529280066490173340e-01,4.544084072113037109e-01,4.782190620899200439e-01,5.303277969360351562e-01,5.110866427421569824e-01
2.846214897050000081e-01,4.484938383102416992e-01,4.438777565956115723e-01,4.158460199832916260e-01,4.736022949218750000e-01,4.355268478393554688e-01
8.600435507150000491e-01,4.453973472118377686e-01,4.448137581348419189e-01,4.256323575973510742e-01,4.751637876033782959e-01,4.596059024333953857e-01
3.603236214080000055e-01,5.516061186790466309e-01,5.478461980819702148e-01,5.239158868789672852e-01,5.840736627578735352e-01,5.433834195137023926e-01
6.136724476829999997e-01,4.686699509620666504e-01,4.581530988216400146e-01,4.494561553001403809e-01,4.677587449550628662e-01,4.763187170028686523e-01
5.297796601149999951e-01,4.578829109668731689e-01,4.641039371490478516e-01,4.669229686260223389e-01,4.904524087905883789e-01,4.724881649017333984e-01
5.187334723769999600e-01,4.730682075023651123e-01,4.751337468624114990e-01,5.155954957008361816e-01,5.412890911102294922e-01,4.934452474117279053e-01
4.905698450450000081e-01,4.724888205528259277e-01,4.661737382411956787e-01,4.731791019439697266e-01,5.156646966934204102e-01,4.990320503711700439e-01
2.373079656699999818e-01,3.614736795425415039e-01,3.391935229301452637e-01,3.675322532653808594e-01,3.513069152832031250e-01,3.836760520935058594e-01
4.071755006180000080e-01,4.362813234329223633e-01,4.255596399307250977e-01,4.231051504611968994e-01,4.617369174957275391e-01,4.710813760757446289e-01
2.964331195499999572e-01,4.818454384803771973e-01,4.797172546386718750e-01,4.717062413692474365e-01,4.623991250991821289e-01,4.537165164947509766e-01
5.320653132529999940e-01,5.054275393486022949e-01,4.896328449249267578e-01,5.216618776321411133e-01,5.221803188323974609e-01,5.025661587715148926e-01
4.846264221519999693e-01,4.928144514560699463e-01,4.888437390327453613e-01,4.917455911636352539e-01,4.630039632320404053e-01,4.819172620773315430e-01
6.583417098009999302e-01,5.059472322463989258e-01,5.077232122421264648e-01,5.294719934463500977e-01,5.281677842140197754e-01,5.311475992202758789e-01
3.059249782559999575e-01,4.519717097282409668e-01,4.417146146297454834e-01,4.232410788536071777e-01,4.274500012397766113e-01,4.146357178688049316e-01
5.477515036660000058e-01,5.100995898246765137e-01,5.050907731056213379e-01,5.126932263374328613e-01,4.701768755912780762e-01,5.210303664207458496e-01
6.573896065490000273e-01,5.046985745429992676e-01,4.895435571670532227e-01,5.125544667243957520e-01,5.121849179267883301e-01,5.052964091300964355e-01
5.782873946469999638e-01,4.922039806842803955e-01,4.915264546871185303e-01,4.904218614101409912e-01,4.638603329658508301e-01,4.840897619724273682e-01
5.561079767500000104e-01,4.712071716785430908e-01,4.822064340114593506e-01,4.555708765983581543e-01,4.599736630916595459e-01,4.455284476280212402e-01
6.858837892569998873e-01,5.199124813079833984e-01,5.196360349655151367e-01,5.793535709381103516e-01,5.729776620864868164e-01,5.450414419174194336e-01
6.789064957539999723e-01,4.746720194816589355e-01,4.677392542362213135e-01,4.804335832595825195e-01,4.594075381755828857e-01,4.202700555324554443e-01
5.892826225580000132e-01,4.460955560207366943e-01,4.474221169948577881e-01,4.387791454792022705e-01,4.311197996139526367e-01,4.333156347274780273e-01
8.062708303589999348e-01,5.292711853981018066e-01,5.349465608596801758e-01,6.021870970726013184e-01,6.160495877265930176e-01,5.940104126930236816e-01
7.325196132829999707e-01,4.951568543910980225e-01,4.926048815250396729e-01,4.855920672416687012e-01,4.450028538703918457e-01,4.868658483028411865e-01
4.482468719259999901e-01,3.913264870643615723e-01,4.051479101181030273e-01,4.254843592643737793e-01,3.939585387706756592e-01,4.242876768112182617e-01
5.086027718819999821e-01,4.731045663356781006e-01,4.683669209480285645e-01,4.674680829048156738e-01,4.468922317028045654e-01,4.284149408340454102e-01
5.880399808999999811e-01,3.728768229484558105e-01,3.664644956588745117e-01,3.443642854690551758e-01,3.710144758224487305e-01,3.535326123237609863e-01
3.012116499460000263e-01,3.324481248855590820e-01,3.404511511325836182e-01,3.101488649845123291e-01,3.637858629226684570e-01,3.178160488605499268e-01
-7.227380827740000069e-03,2.614151239395141602e-01,2.522045671939849854e-01,2.136425077915191650e-01,2.461828589439392090e-01,2.119919955730438232e-01
8.368505076169999168e-02,2.535173892974853516e-01,2.501983046531677246e-01,2.842664420604705811e-01,3.271880149841308594e-01,2.920446097850799561e-01
3.017192432249999889e-01,4.321868121623992920e-01,4.453193843364715576e-01,4.550244212150573730e-01,4.560870528221130371e-01,4.312407970428466797e-01
6.867262297509999502e-01,4.731999337673187256e-01,4.696152210235595703e-01,4.693723618984222412e-01,4.791511893272399902e-01,4.610247611999511719e-01
1.465512220160000156e-01,3.359523117542266846e-01,3.486763834953308105e-01,3.659362494945526123e-01,3.677625060081481934e-01,3.516801595687866211e-01
1.842157041609999990e-01,2.821204066276550293e-01,2.736966609954833984e-01,2.269519269466400146e-01,2.419619262218475342e-01,2.387555837631225586e-01
6.386450118419999267e-02,2.308821976184844971e-01,2.276518046855926514e-01,1.975896656513214111e-01,2.300248742103576660e-01,1.938335299491882324e-01
1.280288711769999865e-01,2.748439908027648926e-01,2.718026638031005859e-01,2.417829930782318115e-01,3.063135147094726562e-01,2.541725933551788330e-01
5.612960988380000238e-01,4.545091986656188965e-01,4.528472721576690674e-01,3.655224740505218506e-01,4.272984862327575684e-01,3.725903332233428955e-01
2.129798582219999958e-01,2.993963062763214111e-01,3.032650351524353027e-01,3.120793104171752930e-01,3.468004763126373291e-01,3.174043893814086914e-01
1.939768432789999997e-01,3.197798132896423340e-01,3.145256042480468750e-01,3.400054574012756348e-01,3.934527635574340820e-01,3.505847454071044922e-01
5.615821240990000185e-02,4.089478254318237305e-01,3.669086694717407227e-01,2.941544055938720703e-01,2.955445349216461182e-01,3.322619199752807617e-01
4.820450448190000126e-01,4.612973928451538086e-01,4.632416963577270508e-01,4.141763448715209961e-01,4.326628446578979492e-01,4.158297777175903320e-01
5.472793111479999917e-01,4.721335172653198242e-01,4.672823846340179443e-01,4.052388966083526611e-01,4.386862814426422119e-01,4.068711996078491211e-01
1.554749983070000119e-01,3.984028697013854980e-01,4.008899033069610596e-01,3.443362712860107422e-01,3.658590018749237061e-01,3.436300456523895264e-01
5.747208918020000334e-01,6.119161248207092285e-01,5.992778539657592773e-01,5.918262004852294922e-01,5.880441665649414062e-01,5.482653975486755371e-01
2.298050382279999970e-01,3.848419487476348877e-01,3.855090737342834473e-01,3.773590922355651855e-01,3.935637772083282471e-01,3.626678586006164551e-01
6.180467298100000839e-01,4.652120769023895264e-01,4.566003382205963135e-01,4.022342562675476074e-01,3.985083103179931641e-01,3.755953907966613770e-01
9.259030714560000375e-01,6.546241044998168945e-01,6.467082500457763672e-01,6.341632008552551270e-01,6.270663738250732422e-01,6.158173680305480957e-01
7.781531462379999153e-01,5.231155753135681152e-01,4.917693138122558594e-01,4.152579009532928467e-01,4.512145519256591797e-01,4.241838157176971436e-01
6.641994697720000618e-01,6.313400268554687500e-01,6.109592318534851074e-01,5.754629373550415039e-01,5.738986730575561523e-01,5.810548067092895508e-01
2.079488269189999905e-01,3.984028697013854980e-01,4.008899033069610596e-01,3.443362712860107422e-01,3.658590018749237061e-01,3.436300456523895264e-01
1.633792095230000019e-01,4.034442901611328125e-01,4.201566874980926514e-01,3.690283894538879395e-01,3.634845018386840820e-01,3.527145385742187500e-01
8.019920157500000091e-01,5.296946763992309570e-01,4.999520182609558105e-01,4.184342622756958008e-01,4.563533365726470947e-01,4.321214258670806885e-01
4.974172679480000081e-01,5.283643007278442383e-01,4.995121657848358154e-01,4.371502399444580078e-01,4.679702222347259521e-01,4.454804062843322754e-01
7.053445339210000498e-01,5.548667907714843750e-01,5.622209906578063965e-01,4.568589329719543457e-01,5.106002688407897949e-01,4.607969820499420166e-01
1.848440560790000076e-01,4.537568688392639160e-01,4.600137472152709961e-01,4.153849482536315918e-01,4.293794929981231689e-01,4.293518066406250000e-01
7.107576327989999498e-01,6.303246021270751953e-01,6.164089441299438477e-01,6.248240470886230469e-01,6.171276569366455078e-01,6.228030920028686523e-01
4.095608881220000330e-01,4.536965489387512207e-01,4.736918210983276367e-01,3.443083763122558594e-01,4.000608325004577637e-01,3.903306722640991211e-01
